ID,USERNAME,PASSWORD_HASH,EMAIL,SEX,AGE,AREA,CAREER,CONFIRMED
0125,Giles5641,pbkdf2:sha256:150000$JSpx5CGN$167576194a6e9852850464bf35f97c18f85df59349c4e721ee3c417a5a0e007b,giles56416523@hotmail.com.tw,male,16,澎湖縣,住宿及餐飲業,0
0126,Jackie3050,pbkdf2:sha256:150000$LwfAx7uU$0309a58fa29d5afd70cefc64120a5b79ac9db5111ec5fe61a23b65512b2185fa,jackie30509994@gmail.com.tw,female,57,花蓮縣,運輸及倉儲業,0
0127,Leon6185,pbkdf2:sha256:150000$iNHlGPPb$b6007e4eca3f0a30786a45b09ed3d787ed1cf8b3f4813e7dec8bb98e37a452ad,leon61854358@yahoo.com.tw,male,26,苗栗縣,製造業,0
0128,Chris3340,pbkdf2:sha256:150000$uSdKuFBp$79cf16b6098b995fb43bc3235205c0b2c0c3733e4a54ea95b36c97e2b2fead02,chris33409977@gmail.com.tw,male,16,宜蘭縣,金融及保險業,0
0129,Neal9184,pbkdf2:sha256:150000$zLEqJtdt$72ca5ce1e369ea19c91e6ea864a9669452d2f88f2556deff2a366c339a26dc98,neal91849322@yahoo.com.tw,male,69,南投縣,藝術、娛樂及休閒服務,0
0130,Eunice3404,pbkdf2:sha256:150000$Koc4EV9f$14cda7fb3710ce89d2d259d984e3357e716428ea8ad6f6df167dcb86790a2d92,eunice34049405@gmail.com.tw,female,63,臺中市,教育業,0
0131,Anne921,pbkdf2:sha256:150000$ggGLip3q$4dd2d3d137cd13039e5efefaf8e3e109c5891646eefceb4b8fdbbc023f6c4709,anne9218377@gmail.com.tw,female,17,新北市,運輸及倉儲業,0
0132,Celestine873,pbkdf2:sha256:150000$3vGq6Otz$6359701350ee8092d9d6343fdd26922e4877126cba1fa14bbb4ae059c8b8229a,celestine87354964@hotmail.com.tw,female,21,花蓮縣,醫療保健及社會工作服,0
0133,Trudie6151,pbkdf2:sha256:150000$gwc9QdHt$346ade131c6295c7f801047c1de1ffe5a7cd28e6f41de8f171dbe7b7d56e1e2e,trudie61513892@hotmail.com.tw,female,65,新竹市,運輸及倉儲業,0
0134,Cheryl7241,pbkdf2:sha256:150000$MdMgbB2i$17eb2a1d1ae916e9c9dbd42b286ee3cd7b6d8cdd4810dbc3a172c5de4b1b29f6,cheryl72415463@yahoo.com.tw,female,51,基隆市,農、林、漁、牧業,0
0135,Eileen2927,pbkdf2:sha256:150000$L5niRH3b$f3797a5a4215ddd89c46abdfed6e36514875475c0e1069291e8167c53dcffe30,eileen29279256@gmail.com.tw,female,65,宜蘭縣,住宿及餐飲業,0
0136,Irving422,pbkdf2:sha256:150000$Tai3tYXc$8903e6411d8361f36b4a97eed976f58b4f84119f8045ba2585cec9661833b29e,irving4225674@gmail.com.tw,male,67,臺南市,出版影音及資通訊業,0
0137,Joseph9550,pbkdf2:sha256:150000$rKLKmMVY$8fee781665537ffe85b35c85f319bc5c9cabb16c095ca66a9899335e3bdbd031,joseph95505207@gmail.com.tw,male,40,嘉義縣,醫療保健及社會工作服,0
0138,Linda6711,pbkdf2:sha256:150000$LYmFm8Hy$bc0d804fe4541313f6634a4ca3c45e12c553caa2624ba6ea27ad4037665a9f8e,linda67111057@yahoo.com.tw,female,62,嘉義縣,其他,0
0139,Sinclair4637,pbkdf2:sha256:150000$FKgdW1V7$1f24e78dc7a8fdfc680e9dabc49dbff217aabe6652274d92310b82b6e12d6756,sinclair46377236@yahoo.com.tw,male,39,新北市,出版影音及資通訊業,0
0140,Beatrice5251,pbkdf2:sha256:150000$72vXw7DD$11f47084867485ec59056278809f155fa339ba8751f4fd5b13f48ef1cbc8175d,beatrice52512001@yahoo.com.tw,female,42,雲林縣,農、林、漁、牧業,0
0141,Urban4214,pbkdf2:sha256:150000$kjkzHMpX$5f599f71274f21a6b2a6fb3a69bd68037c6fe6b860029c54039def4170c77b78,urban42142419@hotmail.com.tw,male,59,彰化縣,運輸及倉儲業,0
0142,John9371,pbkdf2:sha256:150000$miPqVMrQ$abc75ffd1e1da11a5ea7cb86bb01532eb5f1259d36a1894b68468dfcd597825b,john93717699@yahoo.com.tw,male,54,澎湖縣,教育業,0
0143,Bradford5457,pbkdf2:sha256:150000$AU9AZV2N$5097432453778367f631c824a8246ef022ca512222dc1df3bc9c123a6461a0b0,bradford54573411@hotmail.com.tw,male,22,雲林縣,製造業,0
0144,Thalia3273,pbkdf2:sha256:150000$XZP7hjmn$66ed9ad087015f010afd5f89d452b6e1e8777e0b96c9bda17dc062049796d595,thalia32736449@yahoo.com.tw,female,15,宜蘭縣,出版影音及資通訊業,0
0145,Ava4002,pbkdf2:sha256:150000$UFv6Y8yE$74c22c158c29b2689d6e79b167a42a8d04a5bf131bddbbcef07d413c605c97e5,ava40027362@yahoo.com.tw,female,66,臺南市,批發及零售業,0
0146,Hugh6441,pbkdf2:sha256:150000$TbKaQikU$b34ede8312b3b5d4c18dbcc86ce39bf8a94bc3d7216831e6d9d04a0bb72398f0,hugh64415943@yahoo.com.tw,male,33,宜蘭縣,其他,0
0147,Joyce2807,pbkdf2:sha256:150000$qtCtv9he$389908b5f937df7951cdc9f114cfe7cfa0884412fe39e4b26923a7d96cbdfe17,joyce28074049@yahoo.com.tw,female,24,新竹市,農、林、漁、牧業,0
0148,Christine315,pbkdf2:sha256:150000$nqIMxEtp$00449ece1dab3c3c561ed5b8a167bca43ae5ef6c903b96dd6219c27cea2cb413,christine3152517@gmail.com.tw,female,40,澎湖縣,運輸及倉儲業,0
0149,Cuthbert4602,pbkdf2:sha256:150000$35I1meSD$c3bf04fdbabd75a3317c17767cf9bedfb71d30cf07ff3881d4afcd75c4148fdd,cuthbert46029940@hotmail.com.tw,male,39,嘉義縣,教育業,0
0150,Natasha2864,pbkdf2:sha256:150000$P6ZZGl1J$410d5a1afc2af62228654549df93835ee5d6d5b0ff474a6006a29e761d62a12a,natasha28644737@yahoo.com.tw,female,33,臺東縣,製造業,0
0151,Seb3871,pbkdf2:sha256:150000$PRj9RtWj$c8801da98836fa87ff8535bfb9271aa74a08aa04de12530bdb5079c64956709c,seb38718553@hotmail.com.tw,male,54,新竹縣,教育業,0
0152,Frankie6735,pbkdf2:sha256:150000$Fwn7tBmR$89430639c7becb573ea0a5f41890222b3953b48e46e439c4325229fba0a89a27,frankie67358185@yahoo.com.tw,female,28,宜蘭縣,運輸及倉儲業,0
0153,Felix2789,pbkdf2:sha256:150000$oDC4n3ym$4ca5b9c02a084520f5a90ba311ad86166acedabf13aa933e564d4eabf313ede6,felix27897919@hotmail.com.tw,male,35,嘉義縣,製造業,0
0154,Samuel3120,pbkdf2:sha256:150000$IJvokO0p$9ce96cad13ede37282840b521738e66be08c3bb56cd4eaee80ee6acbac61dbca,samuel31207232@hotmail.com.tw,male,29,新北市,金融及保險業,0
0155,Lenny3531,pbkdf2:sha256:150000$cfEhfeq6$ee1d9c59d60e33b9a6478c0453f5e45d2773b140428bc67d87694aeee421a816,lenny35319360@gmail.com.tw,male,51,桃園市,農、林、漁、牧業,0
0156,Albin8087,pbkdf2:sha256:150000$tEX9eWoA$71182db219ce18885bd488e754b66d26a5384392c3842310d2e0ab53f9eff5ef,albin80874161@yahoo.com.tw,male,21,嘉義市,住宿及餐飲業,0
0157,Janet2025,pbkdf2:sha256:150000$Z3XtblY0$d8cd3cb020fbd386fd73c681a4f960dab43d3b6441d4c3b8c8df2ca3b6296df8,janet20253160@hotmail.com.tw,female,60,新北市,教育業,0
0158,Eve3948,pbkdf2:sha256:150000$VPjillBh$2c692a11c2b22db645aacbe6745aa111e3cb775687099552247b9c420aeefab7,eve39489258@hotmail.com.tw,female,25,高雄市,其他,0
0159,Rob2334,pbkdf2:sha256:150000$x9efZ6i3$b72f60d78e7e9e7b599b73c447e03265c03853919ae910b1ab7ab91edf430fb0,rob23345519@hotmail.com.tw,male,51,嘉義縣,藝術、娛樂及休閒服務,0
0160,Leila1423,pbkdf2:sha256:150000$PncND9EJ$f4479cc3e7a2f0c90511819fbbf8a9adecde49737d74dfc6f781e2bd669226c2,leila14236571@gmail.com.tw,female,63,雲林縣,金融及保險業,0
0161,Osmond9495,pbkdf2:sha256:150000$B3maKKjA$fc6f9ccdc7e7e41eef9a7846f0c16e7d78888546cfd47dd74abf914645ef650b,osmond94952279@hotmail.com.tw,male,48,高雄市,批發及零售業,0
0162,Flavia9797,pbkdf2:sha256:150000$Qb1VVV01$4b89e1dfb1956cdca84cceb3c26b0d51524275d1268c02147bec3580cbf7a589,flavia97973832@hotmail.com.tw,female,25,雲林縣,其他,0
0163,Ben777,pbkdf2:sha256:150000$K8IO10ty$ad9132d92b22700b523242d14ba9303c1d522c3d88bf473b0b25e4aba3d560bb,ben7777628@hotmail.com.tw,male,33,新北市,金融及保險業,0
0164,Duane8170,pbkdf2:sha256:150000$b6pQlrUH$ff21856fb2fc6a394bedb7147399279d1daec6f90f71fe2b791ebc6fc7436a73,duane81706224@hotmail.com.tw,male,68,宜蘭縣,住宿及餐飲業,0
0165,Ursula8267,pbkdf2:sha256:150000$rg6CIYJK$73f17c6cfb750dc64dff3c5ca05a136acf4984233711f5cfd21f24fe90597186,ursula82677691@yahoo.com.tw,female,45,臺北市,住宿及餐飲業,0
0166,Gareth4654,pbkdf2:sha256:150000$h9jMLfHv$52a710ce7d02f85e9f769f58ab3471ca0cc2d3948782106bfca13d47104cea4a,gareth46546929@yahoo.com.tw,male,65,新竹縣,農、林、漁、牧業,0
0167,Seb4396,pbkdf2:sha256:150000$PnvXBzIj$86e58b9f0fe0d3a1e0d4b02dd2e0b210bf4f341347d25d2becc71aa6d35702dd,seb43967102@hotmail.com.tw,male,23,新竹縣,藝術、娛樂及休閒服務,0
0168,Miriam4714,pbkdf2:sha256:150000$BAHvRxKj$d4a70e753dd97c72c51090a708218dad9af9fd4ca8e21cd9bc5872b1ba2f67ab,miriam47144023@yahoo.com.tw,female,48,臺南市,製造業,0
0169,Eulalia816,pbkdf2:sha256:150000$9vXwqot6$15263f2ff6beb6f0c06826fd51cd80e76b42f3cdc9575d0e92576b271acbcab0,eulalia8161257@gmail.com.tw,female,68,臺東縣,住宿及餐飲業,0
0170,Chris9393,pbkdf2:sha256:150000$3UKleJeg$2ec4ed17817617a5677bffdb14a1f870924bc7ec54da4455481da684b0ea502c,chris93933869@yahoo.com.tw,male,19,臺北市,出版影音及資通訊業,0
0171,Bob6475,pbkdf2:sha256:150000$daSo7hI8$7362bff92cd2b587ea35b5877dab15473417b2748abdd27d8fa1bafce00230f2,bob64752824@gmail.com.tw,male,48,雲林縣,藝術、娛樂及休閒服務,0
0172,Martha927,pbkdf2:sha256:150000$i1CHg1Ai$d46e7ad28b7f71f49022a6f58bf6568d058cd6f5bba6c3ec1ca106402b10ab71,martha9279400@hotmail.com.tw,female,29,新竹市,運輸及倉儲業,0
0173,Ashley4430,pbkdf2:sha256:150000$oT5x2w2J$3f4ac3fdb26259f7f345337cfbedabf2512f72ed9493b1502e153ded95a3a423,ashley44303168@yahoo.com.tw,female,58,彰化縣,其他,0
0174,Beata4373,pbkdf2:sha256:150000$L33QNwKP$cb78fecc75808bca3192de9f4bf49bbc5a0d3875c0bc7a8f69505729c631d143,beata43734433@gmail.com.tw,female,20,新北市,藝術、娛樂及休閒服務,0
0175,Angie342,pbkdf2:sha256:150000$y640mQ5K$b5103cb584e926234115109291c68ff28738929245113817619473a297a94507,angie3422124@gmail.com.tw,female,50,嘉義縣,製造業,0
0176,Hamilton6766,pbkdf2:sha256:150000$qbhatR2P$58b31a6b4d7b703ef03effb2e5f7fefbba03b18f8a40adddc83c1b009cbbfbbd,hamilton67668944@hotmail.com.tw,male,26,雲林縣,農、林、漁、牧業,0
0177,Scott6704,pbkdf2:sha256:150000$K1fS2D9U$aebdc73b2096561c5ffd2fe9f69a9cdf5ab4ce405a0749a09ef3a9f278765b3f,scott67047612@gmail.com.tw,male,63,嘉義縣,藝術、娛樂及休閒服務,0
0178,Johnny7701,pbkdf2:sha256:150000$gigPi8FY$8206b9edee9357b961c65be2e2ae08eb25d6096eb0ec429cbbd7499efd588f09,johnny77012652@hotmail.com.tw,male,60,臺南市,農、林、漁、牧業,0
0179,Ed5630,pbkdf2:sha256:150000$IbLbkdMt$7505cd8866415c9532882381653ceadad24e07e000137e6d850bfb9a04174118,ed56309914@gmail.com.tw,male,36,新竹市,製造業,0
0180,Melanie4453,pbkdf2:sha256:150000$mdFUs6oD$210c6cbdb63d6a4044b05c3b3557a2b31e5a69c37358837e749ce9996d6f5769,melanie44534302@gmail.com.tw,female,16,桃園市,運輸及倉儲業,0
0181,Philip8365,pbkdf2:sha256:150000$AxVeamgU$db5d2b75c4aa7dd17879ccba643acb289b37bf2861f471e01e9600233f618c15,philip83653477@gmail.com.tw,male,54,臺南市,農、林、漁、牧業,0
0182,Rhoda9566,pbkdf2:sha256:150000$Lt8fqgRo$2c902d868c4b31f8e735365d209e0692470df484420a4ee9455e71083c675e7e,rhoda95668699@gmail.com.tw,female,54,臺北市,住宿及餐飲業,0
0183,Van7434,pbkdf2:sha256:150000$9tGtJCg8$005d10efd3abb733020a35cf1d3b3d84bc3846b31ba7f270893ed8f7f925028f,van74341187@hotmail.com.tw,male,55,南投縣,藝術、娛樂及休閒服務,0
0184,Mavis8937,pbkdf2:sha256:150000$Pfx0FWMm$c99450e2d3b6aa6fca2d95a2e956b9504bebb945fc7f7f5a62c9cdbbfe0cfcee,mavis89378127@gmail.com.tw,female,55,澎湖縣,農、林、漁、牧業,0
0185,Cyril47,pbkdf2:sha256:150000$XuDolioW$28e2d95c17ec6039e3f1554f3480683f6be5252b2e34b110c0afea19f8369951,cyril473816@hotmail.com.tw,male,44,雲林縣,批發及零售業,0
0186,Louise266,pbkdf2:sha256:150000$3SrerzEd$73b4f5495f3a7c52d6afdce1afd799a23921a52e70dafb0827ba7a3b23ff6b41,louise2664213@gmail.com.tw,female,50,新北市,製造業,0
0187,Pete5955,pbkdf2:sha256:150000$H6v24Irh$f982c03855f2b1fa9f5e39729d0a3c5cae716b4d7c8a353acd82350649347fac,pete59556346@gmail.com.tw,male,40,高雄市,藝術、娛樂及休閒服務,0
0188,Herman8864,pbkdf2:sha256:150000$HTTT7jEL$7ffa0bbc92980ac54cb8748e5f603d54564585ef5fc4b864159a9a93543e9297,herman88644475@hotmail.com.tw,male,54,新竹縣,出版影音及資通訊業,0
0189,Charlotte178,pbkdf2:sha256:150000$I5bzmGbj$9e15c9d458dcb650a0ffd368495b2908bacf754c0259fcb59b67a8d79d6a1add,charlotte17808910@yahoo.com.tw,female,64,花蓮縣,教育業,0
0190,Ian3547,pbkdf2:sha256:150000$bPCcWxe2$d467ca76a132cd2126f125f730b4ba8794c284683760bf04a7bb75f5ce427c2e,ian35475105@hotmail.com.tw,male,31,宜蘭縣,出版影音及資通訊業,0
0191,Ingrid4874,pbkdf2:sha256:150000$9RDxEgy5$017e74551f81f05d8337ca56d3c81dfc241a7c99d5e5648e6df6c9c222efa04e,ingrid48742754@hotmail.com.tw,female,41,屏東縣,其他,0
0192,Yvonne3185,pbkdf2:sha256:150000$vDoVheQt$523a9d00f5720150edc6e758c37d0f50edf51383fff9ac94b5b244b53c85a56e,yvonne31859010@gmail.com.tw,female,46,高雄市,出版影音及資通訊業,0
0193,Liam4463,pbkdf2:sha256:150000$Tv9Kgc7y$a19bfe990ce2d587e0590249bd1bfefb12d4ba54e34d47f7a7e1eb7650ef0baf,liam44632363@yahoo.com.tw,male,18,花蓮縣,藝術、娛樂及休閒服務,0
0194,Jim3139,pbkdf2:sha256:150000$JEsUq1Bg$47f4f857ca09021115e5d77634f9e9d89ec51577e9c47d7723d6bd3cf801107f,jim31394598@yahoo.com.tw,male,18,高雄市,製造業,0
0195,Amos7137,pbkdf2:sha256:150000$99CA9n6Y$c7c7389efe6116673e9f1bc91273c5f8889d32046f5cc20393e447dc73ac41c4,amos71379865@hotmail.com.tw,male,30,澎湖縣,其他,0
0196,Elaine9751,pbkdf2:sha256:150000$tiIOIiNz$e77e1a918766418a245159fd4d9e71cb8e04d814fe4f6eaaf9f65552377c2349,elaine97515605@gmail.com.tw,female,24,新北市,出版影音及資通訊業,0
0197,Gerald928,pbkdf2:sha256:150000$tJHzJGgn$89bedab9324c501fd8ed2454f75aba9887cc35cb86c3fce8baac3c41151137ab,gerald9282046@gmail.com.tw,male,57,澎湖縣,製造業,0
0198,Christine855,pbkdf2:sha256:150000$G9eEShUR$31b8da6d1ff7b3eeaad9d0a5b4b631b2b3e62c081d9594d878d65a9812d06e38,christine85593235@yahoo.com.tw,female,26,嘉義縣,醫療保健及社會工作服,0
0199,Matt9608,pbkdf2:sha256:150000$ZygAJwbl$5abadeabc87332ef70152299c05042be98ad8dced3f3d5b0ed096106aa0959a2,matt96085268@yahoo.com.tw,male,38,新北市,醫療保健及社會工作服,0
0200,Wayne9120,pbkdf2:sha256:150000$H7HdDcbD$dd856091d837e1c29518cf4308c27224ae74a1d93285947a1e0ad1dd2ec2bb64,wayne91206054@gmail.com.tw,male,19,基隆市,出版影音及資通訊業,0
0201,Bradford5994,pbkdf2:sha256:150000$NiTn345C$14d24ff5d901e922572d93c012c213af94e20eeb3ed21aacf7c21213afc6360d,bradford59948422@yahoo.com.tw,male,66,雲林縣,醫療保健及社會工作服,0
0202,Georgina7769,pbkdf2:sha256:150000$DJmog1PJ$890b466960c8d26a230d74a63ad723531ac8e0c4778b341ab25be029f9c80134,georgina77696403@yahoo.com.tw,female,65,宜蘭縣,出版影音及資通訊業,0
0203,Roy4100,pbkdf2:sha256:150000$a9wyADZI$65b9d069e3ef0cf06e7a02c960c46e2267650d712b90a3464287fd07bf7b0222,roy41002036@hotmail.com.tw,male,31,彰化縣,運輸及倉儲業,0
0204,Irving9236,pbkdf2:sha256:150000$SUA4tuez$103f3e1684417066f9226bb3b14b1ab94e7a1731526d8bdd0bd440170b98e2e2,irving92364645@gmail.com.tw,male,20,高雄市,農、林、漁、牧業,0
0205,Melissa3512,pbkdf2:sha256:150000$T49F0UOG$a55f99a6c98a61997c27a6d13faa44ea74db5b994a1e9fb0629ddda13102459f,melissa35126594@yahoo.com.tw,female,54,南投縣,出版影音及資通訊業,0
0206,Clive9699,pbkdf2:sha256:150000$6lD3tPfk$335fd0776a051c2df033bd513b9355b352c83feaf229a2b07e7b7deb193300e9,clive96997127@gmail.com.tw,male,38,臺東縣,藝術、娛樂及休閒服務,0
0207,June1143,pbkdf2:sha256:150000$sxP4bTIL$8c4eea807f4834fb2cc31e176cecc936ecedfae96b2de02f9fbdf7c6cdb743fd,june11438125@gmail.com.tw,female,63,新竹縣,住宿及餐飲業,0
0208,Matt7209,pbkdf2:sha256:150000$3WN3EQk5$54a2c2354bea2459b6f9ad0145a9bfe5f93b5002b3a1e838efb90397363d7738,matt72099279@gmail.com.tw,male,61,臺北市,住宿及餐飲業,0
0209,Sharon4695,pbkdf2:sha256:150000$HUF8pw2T$6e9a8535451147d70fac02a5eead026b770c64c3691835ad146a1cfc6e88a58e,sharon46952344@yahoo.com.tw,female,68,臺東縣,住宿及餐飲業,0
0210,Adrian7339,pbkdf2:sha256:150000$7ArSokgy$365c23047410495a85aca954df267ec9ae23c69e3e68b4e6d2aed64b2f29897d,adrian73392578@yahoo.com.tw,male,22,澎湖縣,其他,0
0211,Brittany3752,pbkdf2:sha256:150000$95OJYpbU$7e68539639aee2fc0a10231ade24e46cab3c4b525c3684f7099fc78533ce950e,brittany37526721@hotmail.com.tw,female,15,嘉義市,教育業,0
0212,John6428,pbkdf2:sha256:150000$qz7rrWIJ$396234a1e180539f65d69cccf6670c3a383c2edaa0b07133ee1f73fad2fe2c5a,john64289862@gmail.com.tw,male,60,桃園市,藝術、娛樂及休閒服務,0
0213,Fred8257,pbkdf2:sha256:150000$mwlA9mTd$9a5245ddbb57af3508dc111a1391b07c5c9a9c04dcbba47c26ada107b6c78710,fred82573196@hotmail.com.tw,male,35,臺東縣,出版影音及資通訊業,0
0214,Tom2832,pbkdf2:sha256:150000$e1PY4RFQ$bfb3adcaba77737d4bf703e09feed1417f6c8169f6a1b940887fc1747d884f17,tom28329255@hotmail.com.tw,male,46,桃園市,製造業,0
0215,Nan3115,pbkdf2:sha256:150000$MHwpOK98$9c997f6db1892579d693dbecc1ea5baddc3d451e437864b343711d42bd2143d7,nan31159151@gmail.com.tw,female,34,屏東縣,出版影音及資通訊業,0
0216,Bruce4855,pbkdf2:sha256:150000$1nn7fiOF$177665b17b793a28027829901fb57eddb68c5da73b5f4f98f240a0e13c3386b2,bruce48552805@gmail.com.tw,male,38,南投縣,醫療保健及社會工作服,0
0217,Jimmy4142,pbkdf2:sha256:150000$NsXz54Pv$1ff343022959c3ec9d63ea60ab31caf2d10a8b8c6896fb6624911dd829e1197e,jimmy41426977@gmail.com.tw,male,22,新北市,批發及零售業,0
0218,Gideon1459,pbkdf2:sha256:150000$Mb6VnMtW$a0e582a8f78c896322c1d209f0c52f6f86e34fbe747f6b793f5a1bd30a2ed7ba,gideon14596184@yahoo.com.tw,male,36,新竹市,農、林、漁、牧業,0
0219,Priscilla504,pbkdf2:sha256:150000$JnT766bm$be3deda32fa417480e49c2434f9ced20515c8dce154524fe5484c91b8d6d492b,priscilla50435155@gmail.com.tw,female,61,花蓮縣,藝術、娛樂及休閒服務,0
0220,Nell2866,pbkdf2:sha256:150000$3LtoQqFJ$7daa38ce87f78f979800671d642c773965a3e41358ceade74f04b7f6f78e6846,nell28661974@yahoo.com.tw,female,60,嘉義縣,出版影音及資通訊業,0
0221,Edward7256,pbkdf2:sha256:150000$dy5RhfL4$e394695ec36f046397a09326b4ceaee71d83e8026751a268b29f36106b189769,edward72562304@hotmail.com.tw,male,54,臺北市,醫療保健及社會工作服,0
0222,Debby7929,pbkdf2:sha256:150000$DAQzPhVE$6b868d209b8958761b35e8e093542d0cfe9cd276244b0c9f90e63a81a7a3d8ad,debby79296270@yahoo.com.tw,female,16,嘉義縣,醫療保健及社會工作服,0
0223,Harriet7201,pbkdf2:sha256:150000$8TxffgEQ$d070acbcba94ae5e008afb00fb2958fda521d392cea3fad8db036a15baeb3914,harriet72019238@gmail.com.tw,female,31,新竹市,出版影音及資通訊業,0
0224,Deirdre1536,pbkdf2:sha256:150000$fbZH85j1$a86e5f463b5397735f059d3420604957974f9b8a4fe1c45bc6dff093ee9fae44,deirdre15366458@gmail.com.tw,female,39,苗栗縣,製造業,0
0225,Randolf3124,pbkdf2:sha256:150000$dtRVrXCq$44ccb7d775407656cac763b889f893310de3a115fd14a5bdc91b1f5bec3b5e18,randolf31247297@yahoo.com.tw,male,22,臺南市,出版影音及資通訊業,0
0226,Clement7046,pbkdf2:sha256:150000$45bkYkzG$f83f23bf29186defca9d319893126580e43a7141dc1b1c5dbe7e8d1e4c3b6403,clement70464016@gmail.com.tw,male,28,臺南市,批發及零售業,0
0227,Gaston1067,pbkdf2:sha256:150000$OQ9N2Py5$5794b9d255cc20620ad1843d3cd920d5736865b64419518fd579e21898f62844,gaston10672727@gmail.com.tw,male,41,臺南市,醫療保健及社會工作服,0
0228,Herbert1263,pbkdf2:sha256:150000$ChdH4u1F$061b333fcb9b802f5f8a2fc5e2095624e89735958b7e79bf979fd7d617f54d69,herbert12638344@hotmail.com.tw,male,66,澎湖縣,醫療保健及社會工作服,0
0229,Dean8495,pbkdf2:sha256:150000$yo456eF9$0a90245b18cb4be9972bacd0651ea592fc727c65aa48423abe42f1825c798eba,dean84954720@hotmail.com.tw,male,42,花蓮縣,農、林、漁、牧業,0
0230,Dwight5684,pbkdf2:sha256:150000$bVmPl379$fa2ff355d45ca0a0049aa4ec5c6345c139be8609ca182a34b52579ab582d68de,dwight56844914@yahoo.com.tw,male,64,彰化縣,製造業,0
0231,Alex6552,pbkdf2:sha256:150000$Ixgx7h2o$449221b4900e3f20ceb55694e300ac9c3bc86616eb53081cf8852614f4e1f70a,alex65528337@gmail.com.tw,female,52,南投縣,批發及零售業,0
0232,Gabriel8935,pbkdf2:sha256:150000$LQtF21If$4bbfa62977fbf984e74c6636343758fbb07da2fe0f1c2d962715078ecfd86f6f,gabriel89355692@hotmail.com.tw,male,30,澎湖縣,批發及零售業,0
0233,Beryl1883,pbkdf2:sha256:150000$qOHxiZTM$3ae35645eb2cfbcc34f65548e94fa190b4c513ecf333ae01179aaf4da1dfdcea,beryl18832203@yahoo.com.tw,female,47,宜蘭縣,批發及零售業,0
0234,Marvin8211,pbkdf2:sha256:150000$WKFdWGQ9$7105891ba94d6d7f2a2c546db62a35f12a7241d10a93bcf24d7243d189d38f1f,marvin82116202@hotmail.com.tw,male,15,基隆市,批發及零售業,0
0235,Bobby1795,pbkdf2:sha256:150000$EjFau4Td$7d6e65371a2f367706bef0faa8e733d21964a3e786fcfe38813561d0f94f6998,bobby17956302@yahoo.com.tw,male,19,宜蘭縣,醫療保健及社會工作服,0
0236,Maria1958,pbkdf2:sha256:150000$1p4G5xEW$7ffeea91e4b32e1a6d2a11700f8415bc18957affbdab888cf3cde112cde507d8,maria19581375@hotmail.com.tw,female,64,臺南市,住宿及餐飲業,0
0237,Kate8742,pbkdf2:sha256:150000$eUbEYQHF$ddd35c6b6d010256fc8621f1836cf6c47c8da326c1f803b06953b266f33f49c7,kate87428041@hotmail.com.tw,female,16,屏東縣,住宿及餐飲業,0
0238,Chrissie8671,pbkdf2:sha256:150000$Nltyo2gH$6267da4b1e0bfaf716c9ba429a3b898da9538ba5a14f2d9425ae79591f23fdf5,chrissie86716741@yahoo.com.tw,female,54,臺北市,農、林、漁、牧業,0
0239,Albert2617,pbkdf2:sha256:150000$Qhk0xyLv$9cc0edea4f85e000455484159c337f91b8a05d521e26b50669808e2d03682a93,albert26171380@gmail.com.tw,male,39,臺中市,運輸及倉儲業,0
0240,Rufus8494,pbkdf2:sha256:150000$fHJXaDiF$37804416c6a29d1dcb50f8639e8edd56552dc9eca4a949b8b8ff0c3f2f5ee649,rufus84944793@hotmail.com.tw,male,37,臺中市,運輸及倉儲業,0
0241,Rosemary4100,pbkdf2:sha256:150000$xWv2AJeg$23bef50c1291f84633eb359151b9365e8d8187595107943e759ecb86fabcc9ea,rosemary41009654@hotmail.com.tw,female,23,桃園市,出版影音及資通訊業,0
0242,Joan5036,pbkdf2:sha256:150000$dWbXbNGF$dd0e511cf14efc9c2ea26b0cd1f5d77d6969856fbef5130ca067bbb4d179086a,joan50369726@gmail.com.tw,female,24,雲林縣,農、林、漁、牧業,0
0243,Milton1651,pbkdf2:sha256:150000$CYGnzDYe$552ade45708bd7f81776ce14dafa63caf1d72b971b512620614849fa84c39f2e,milton16515966@gmail.com.tw,male,63,彰化縣,藝術、娛樂及休閒服務,0
0244,Jack7519,pbkdf2:sha256:150000$t639cZwu$14e8c59d3428536ad335da96b20819952668767c2b0ef5a6695054dc9dffaed3,jack75195419@yahoo.com.tw,male,53,雲林縣,製造業,0
0245,Eugene8912,pbkdf2:sha256:150000$fcjj9OJF$1cc7b935f1af0d118970a7e9fb37991c956d4543427fa7766a51c97da625368e,eugene89129670@gmail.com.tw,male,46,宜蘭縣,醫療保健及社會工作服,0
0246,Louis2801,pbkdf2:sha256:150000$FeELEFwQ$fe163dbb331ba87b13fa907047aff196ffe44a805f45e528e47e904f6b464a41,louis28019593@yahoo.com.tw,male,56,宜蘭縣,批發及零售業,0
0247,Antonia9599,pbkdf2:sha256:150000$EaIPItim$6db50831cfcf6215345407b2d121b9402175a6bd3ce9ab0830c1bcc3d6f3eaaa,antonia95998302@yahoo.com.tw,female,34,桃園市,農、林、漁、牧業,0
0248,Bill5931,pbkdf2:sha256:150000$6IChBl7o$feafc8c343e90be71b6a3a7e75173be94bc209c119799e41a3425bea8aa5cfc6,bill59318353@yahoo.com.tw,male,32,臺南市,農、林、漁、牧業,0
